title,price,rating,reviews,availability,brand,category,off,bought
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","1,599.00",4.0 out of 5 stars,"41,696 ratings",In stock,boAt,HeadPhones,-68%,1K+ bought in past month
"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, On Ear Bluetooth Headphones, Wireless Headphone with Mic (Luscious Black)","1,599.00",4.0 out of 5 stars,"116,257 ratings",In stock,boAt,HeadPhones,-60%,5K+ bought in past month
"boAt Rockerz 480 w/RGB LEDs, 6 Light Modes, 40mm Drivers, Beast Mode, 60hrs Playback, ENx Tech, BT v5.3, Adaptive Fit & Easy Access Controls, Bluetooth Headphones(Black Sabre)","1,499.00",3.9 out of 5 stars,472 ratings,In stock,boAt,HeadPhones,-60%,2K+ bought in past month
"soundcore by Anker,Space One,Active Noise Cancelling in Ear Headphones,2X Stronger Voice Reduction,40H ANC Playtime,App Control,Ldac Hi-Res Wireless Audio,Comfortable Fit,Clear Calls,Bluetooth 5.3","8,499.00",4.3 out of 5 stars,"3,220 ratings",In stock,soundcore,HeadPhones,-43%,100+ bought in past month
"boAt Rockerz 430 w/ 40mm Drivers, Beast Mode w/ 40ms Latency, 40hrs Playback, ENx Tech, Voice Assistant, BTv5.4, Adaptive Fit & Easy Access Controls, Bluetooth Over Ear Headphones(Black Sabre)","1,199.00",3.1 out of 5 stars,829 ratings,In stock,boAt,HeadPhones,-52%,2K+ bought in past month
"boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Luscious Black)","1,529.00",4.0 out of 5 stars,"19,244 ratings",In stock,boAt,HeadPhones,-62%,1K+ bought in past month
"truke Newly Launched BTG 500 Over The Ear Gaming Headphone with 40mm Drivers, 10H of Playtime, Dual Pairing, Gaming Mode (50ms Latency) with RGB LEDs, TF Card with Volume Control, BT 5.4 (Sky Blue)",999,4.4 out of 5 stars,170 ratings,In stock,truke,HeadPhones,-60%,400+ bought in past month
Sony MDR-ZX310AP Wired Headphones with Mic for Calls- Black,949,3.9 out of 5 stars,790 ratings,Available to ship in 1-2 days,Sony,HeadPhones,-57%,1K+ bought in past month
"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Teal Green)",999,4.0 out of 5 stars,"49,286 ratings",In stock,boAt,HeadPhones,-75%,5K+ bought in past month
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)","4,499.00",4.3 out of 5 stars,"26,103 ratings",In stock,soundcore,HeadPhones,-53%,1K+ bought in past month
"boAt Rockerz 425 Bluetooth Wireless Over Ear Headphones with Mic Signature Sound, Beast Mode for Gaming, Enx Tech, ASAP Charge, 25H Playtime, Bluetooth V5.2 (Active Black)","1,199.00",3.6 out of 5 stars,"3,528 ratings",In stock,boAt,HeadPhones,-60%,2K+ bought in past month
"ZEBRONICS Aeon Wireless Over Ear Headphone with 110H Battery Backup, Supports Bluetooth & Aux, Gaming Mode, Enc, Dual Pairing, Rapid Charging (Beige)",999,3.2 out of 5 stars,349 ratings,In stock,ZEBRONICS,HeadPhones,-70%,200+ bought in past month
"Sennheiser Hd 560S Over-The-Ear Wired Audiophile Over Ear Headphones-Neutral Frequency Response,Lifelike Sound with Open-Back Design,Wide Soundstage,Natural&Accurate Sound for Gamers,Detachable Cable","12,990.00",4.6 out of 5 stars,"2,679 ratings",In stock,Sennheiser,HeadPhones,-38%,Not Available
"Bose New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life, White Smoke","35,000.00",4.3 out of 5 stars,"5,754 ratings",In stock,Bose,HeadPhones,-3%,50+ bought in past month
"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Battery, Speed Charge : 5 min Charge Gives up to 3H of Playback, Google Fast Pair, Dual Pairing, BT 5.3 (Black)","5,999.00",4.0 out of 5 stars,"18,991 ratings",In stock,JBL,HeadPhones,-40%,500+ bought in past month
"JBL Live 770NC True Adaptive Noise Cancellation Headphones Wireless Over Ear, Multipoint Connect, 65Hrs Battery, Speed Charge : 5min Charge Gives up to 4H of Playback, Spatial Sound, BT 5.3 (Black)","9,999.00",4.2 out of 5 stars,818 ratings,In stock,JBL,HeadPhones,-33%,100+ bought in past month
"boAt Rockerz 480 w/RGB LEDs, 6 Light Modes, 40mm Drivers, Beast Mode, 60hrs Playback, ENx Tech, BT v5.3, Adaptive Fit & Easy Access Controls, Bluetooth Headphones(Black Sabre)","1,499.00",3.9 out of 5 stars,472 ratings,In stock,boAt,HeadPhones,-60%,2K+ bought in past month
"Boult X Mustang Newly Launched Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, IPX5 Wireless Headphones","2,499.00",4.2 out of 5 stars,"1,939 ratings",In stock,Boult,HeadPhones,-64%,1K+ bought in past month
"HAMMER Bash 2.0 Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (Grey)","1,799.00",3.7 out of 5 stars,"3,182 ratings",In stock,HAMMER,HeadPhones,-78%,50+ bought in past month
"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Battery, Speed Charge : 5 min Charge Gives up to 3H of Playback, Google Fast Pair, Dual Pairing, BT 5.3 (Black)","5,999.00",4.0 out of 5 stars,"18,991 ratings",In stock,JBL,HeadPhones,-40%,500+ bought in past month
"ZEBRONICS Duke Wireless Headphone with Up to 60h Backup, Supports Bluetooth, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Black)",999,3.8 out of 5 stars,"14,632 ratings",In stock,ZEBRONICS,HeadPhones,-60%,1K+ bought in past month
"ZEBRONICS Thunder Over Ear Bluetooth 5.3 Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Brown)",699,3.8 out of 5 stars,"76,195 ratings",In stock,ZEBRONICS,HeadPhones,-50%,500+ bought in past month
"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, Bluetooth Headphones, Wireless Headphone with Mic (Aqua Blue)","1,599.00",4.0 out of 5 stars,"116,257 ratings",In stock,Not Available,HeadPhones,-60%,2K+ bought in past month
"Sennheiser Momentum 4 Wireless Over Ear Headphones, Bluetooth Adaptive Noise Cancelling-ANC & Customizable Sound, 4 Digital Mics for Crystal-Clear Calls,60h Battery, 2 Yr Warranty, Denim","24,990.00",4.4 out of 5 stars,"8,388 ratings",In stock,Sennheiser,HeadPhones,-29%,Not Available
"Zebronics Jet PRO Premium Wired Gaming On Ear Headphone with LED for Headband + earcups, 40mm Neodymium Drivers, 2 Meter Braided Cable, with mic, Suspension Design, 3.5mm + USB Connector (Black, Blue)",899,4.0 out of 5 stars,"2,408 ratings",In stock,ZEBRONICS,HeadPhones,-53%,500+ bought in past month
"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Bold Black)","1,499.00",3.5 out of 5 stars,"3,127 ratings",In stock,Noise,HeadPhones,-70%,1K+ bought in past month
"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Black","16,990.00",4.3 out of 5 stars,"1,311 ratings",In stock,Sony,HeadPhones,-32%,200+ bought in past month
"truke Newly Launched BTG 500 Over The Ear Gaming Headphone with 40mm Drivers, 10H of Playtime, Dual Pairing, Gaming Mode (50ms Latency) with RGB LEDs, TF Card with Volume Control, BT 5.4 (Sky Blue)",999,4.4 out of 5 stars,170 ratings,In stock,truke,HeadPhones,-60%,400+ bought in past month
"HAMMER Bash Pro 33 dB Hybrid ANC Over Ear Wireless Headphones, 4 Mics for Clear Calling, Charge 10mins = 300mins playtime, 40mm Driver, Transparency Mode, 37Hrs Playtime, Super soft Cushion, 5.3 Black","3,999.00",3.7 out of 5 stars,52 ratings,In stock,HAMMER,HeadPhones,-67%,Not Available
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation (Red)","1,599.00",4.1 out of 5 stars,"25,181 ratings",In stock,boAt,HeadPhones,-68%,500+ bought in past month
"Sony WH-CH720N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Up to 50Hrs Battery- Blue","9,800.00",4.3 out of 5 stars,"9,730 ratings",In stock,Sony,HeadPhones,-35%,50+ bought in past month
"boAt Rockerz 460 Wireless Over Ear Headphones w/Up to 30hrs Playtime, 40mm Drivers, Beast™ Mode, ENx™, Dual Pairing, BT v5.2, Instant Voice Assistant, Adaptive Fit(Active Black)","1,199.00",4.0 out of 5 stars,311 ratings,In stock,boAt,HeadPhones,-52%,1K+ bought in past month
"Sennheiser HD 450BT (ANC) Bluetooth 5.0 Wireless Over Ear Headphone with Mic, Designed in Germany, Alexa Built-in - Active Noise Cancellation, 30h Battery,Fast Charging, Foldable, 2Yr WARRANTY - Black","8,490.00",3.6 out of 5 stars,"7,155 ratings",In stock,Sennheiser,HeadPhones,-43%,50+ bought in past month
"boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant (White Purity)","1,529.00",4.0 out of 5 stars,"19,244 ratings",In stock,boAt,HeadPhones,-62%,400+ bought in past month
"realme Buds Wireless 3 Neo in Ear Bluetooth Neckband with 13.4 Mm Dynamic Bass Boost Driver,Upto 32 Hours Playback,Fast Charge, Ai Enc,45Ms Low Latency,Ip55 Dust&Water Resistannt&Bluetooth V 5.4,Blue","1,099.00",4.2 out of 5 stars,"17,868 ratings",In stock,realme,HeadPhones,-56%,2K+ bought in past month
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, App Personalization (Blue)","4,999.00",4.3 out of 5 stars,"26,103 ratings",In stock,soundcore,HeadPhones,-31%,300+ bought in past month
"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Teal Green)",699,3.8 out of 5 stars,"76,195 ratings",In stock,ZEBRONICS,HeadPhones,-59%,500+ bought in past month
"boAt Rockerz 480 w/RGB LEDs, 6 Light Modes, 40mm Drivers, Beast Mode, 60hrs Playback, ENx Tech, BT v5.3, Adaptive Fit & Easy Access Controls, Bluetooth Headphones(Black Sabre)","1,499.00",3.9 out of 5 stars,472 ratings,In stock,boAt,HeadPhones,-60%,2K+ bought in past month
"boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Luscious Black)","1,529.00",4.0 out of 5 stars,"19,244 ratings",In stock,boAt,HeadPhones,-62%,1K+ bought in past month
"Boult Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, Easy Controls, IPX5 Wireless Headphones (Beige)","1,999.00",4.2 out of 5 stars,"1,939 ratings",In stock,Boult,HeadPhones,-67%,2K+ bought in past month
"truke Newly Launched BTG Thunder Over The Ear Gaming Headphone with 70H of Playtime, 40mm Titanium Drivers, Dual Pairing Headset, Gaming Mode (40ms Latency) with RGB LEDs, Detachable Mic, BT 5.4-Blue","1,299.00",4.9 out of 5 stars,58 ratings,In stock,truke,HeadPhones,-57%,Not Available
"Noise Airwave Max 4 Wireless Over-Ear Headphones with 70H Playtime, ENC, 40mm Driver, Low Latency(up to 40ms), Dual Pairing, BT v5.4 (Calm Beige)","2,499.00",3.8 out of 5 stars,"1,440 ratings",In stock,Noise,HeadPhones,-58%,1K+ bought in past month
"realme Buds Wireless 3 Neo in Ear Bluetooth Neckband with 13.4 Mm Dynamic Bass Boost Driver,Upto 32 Hours Playback,Fast Charge, Ai Enc,45Ms Low Latency,Ip55 Dust&Water Resistannt&Bluetooth V 5.4,Blue","1,099.00",4.2 out of 5 stars,"17,868 ratings",In stock,realme,HeadPhones,-56%,2K+ bought in past month
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, App Personalization (Blue)","4,999.00",4.3 out of 5 stars,"26,103 ratings",In stock,soundcore,HeadPhones,-31%,300+ bought in past month
"ZEBRONICS Duke Wireless Bluetooth Over Ear Headphone with Upto 60h Backup, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Beige)",999,3.8 out of 5 stars,"14,632 ratings",In stock,ZEBRONICS,HeadPhones,-55%,200+ bought in past month
"Boult X Mustang Newly Launched Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, IPX5 Wireless Headphones","2,499.00",4.2 out of 5 stars,"1,939 ratings",In stock,Boult,HeadPhones,-64%,1K+ bought in past month
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)","2,799.00",4.0 out of 5 stars,"2,048 ratings",In stock,JBL,HeadPhones,-38%,500+ bought in past month
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Beam Blue)","1,299.00",4.1 out of 5 stars,"188,638 ratings",In stock,OnePlus,HeadPhones,-43%,4K+ bought in past month
"boAt Rockerz 430, 40mm Drivers, Beast Mode (40ms Latency), 40hrs Playback, ENx Tech, Voice Assistant, BTv5.4, Adaptive Fit & Easy Access Controls, Bluetooth Over Ear Headphones(Bold Blue)","1,199.00",3.1 out of 5 stars,829 ratings,In stock,boAt,HeadPhones,-52%,1K+ bought in past month
"HAMMER Bash 2.0 Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (Grey)","1,799.00",3.7 out of 5 stars,"3,182 ratings",In stock,HAMMER,HeadPhones,-78%,50+ bought in past month
"truke Newly Launched BTG 500 Over The Ear Gaming Headphone with 40mm Drivers, 10H of Playtime, Dual Pairing, Gaming Mode (50ms Latency) with RGB LEDs, TF Card with Volume Control, BT 5.4 (Sky Blue)",999,4.4 out of 5 stars,170 ratings,In stock,truke,HeadPhones,-60%,400+ bought in past month
"boAt BassHeads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, 10mm Drivers, Signature Sound, Integrated Controls & Multi-OS Compatibility(Navy Blue)",549,4.1 out of 5 stars,"416,595 ratings",In stock,boAt,HeadPhones,-72%,3K+ bought in past month
"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Black","16,990.00",4.3 out of 5 stars,"1,311 ratings",In stock,Sony,HeadPhones,-32%,200+ bought in past month
"JBL Quantum 100 Wired Over Ear Gaming Headphones with Mic, 40mm Realistic Dynamic Drivers, Detachable Boom Mic, 1kHz Sensitivity, Memory Foam Cushioning, PC/Mobile/PS/Xbox/Nintendo/VR Compatible-Black","2,249.00",3.9 out of 5 stars,"15,342 ratings",In stock,JBL,HeadPhones,-44%,500+ bought in past month
"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Calm White)","1,499.00",3.5 out of 5 stars,"3,127 ratings",In stock,Noise,HeadPhones,-70%,500+ bought in past month
"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Booming Black)","1,799.00",4.1 out of 5 stars,"188,638 ratings",In stock,OnePlus,HeadPhones,-40%,9K+ bought in past month
"Boult Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, Easy Controls, IPX5 Wireless Headphones (Beige)","1,999.00",4.2 out of 5 stars,"1,939 ratings",In stock,Boult,HeadPhones,-67%,2K+ bought in past month
"Sennheiser HD 599 Special Edition Wired Headphones, Over Ear Audiophile Headphones with E.A.R. Technology for Wide Sound Field, Open-Back Earcups, Detachable Cable (Black) Without Mic","8,990.00",4.5 out of 5 stars,"13,972 ratings",In stock,Sennheiser,HeadPhones,-57%,Not Available
Sennheiser HD 400s Over Ear Wired Headphones with Mic (Black),"4,490.00",4.1 out of 5 stars,"4,126 ratings",In stock,Sennheiser,HeadPhones,-25%,100+ bought in past month
"boAt Rockerz 480 w/RGB LEDs, 6 Light Modes, 40mm Drivers, Beast Mode, 60hrs Playback, ENx Tech, BT v5.3, Adaptive Fit & Easy Access Controls, Bluetooth Headphones(Black Sabre)","1,499.00",3.9 out of 5 stars,472 ratings,In stock,boAt,HeadPhones,-60%,2K+ bought in past month
"Redmi Buds 6, Dual Driver TWS in Ear Earbuds, 49dB Hybrid Active Noise Cancellation, Spatial Audio, Dual Device Connection, Quad Mic AI ENC, 42 Hrs Playtime, Custom EQ, Wireless Earbuds (Black)","2,999.00",3.9 out of 5 stars,276 ratings,In stock,Redmi,HeadPhones,-40%,400+ bought in past month
